id,course_title,course_organization,course_certificate_type,course_rating,course_difficulty,course_students_enrolled,course_tag
134,(ISC)² Systems Security Certified Practitioner (SSCP),(ISC)²,SPECIALIZATION,4.7,Beginner,5.3k,Security
743,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,COURSE,4.7,Intermediate,17k,Academic;Data Science
874,A Crash Course in Data Science,Johns Hopkins University,COURSE,4.5,Mixed,130k,Johns Hopkins University;Academic;Data Science;Science
413,A Law Student's Toolkit,Yale University,COURSE,4.7,Mixed,91k,Yale University;Academic;Top University
635,A Life of Happiness and Fulfillment,Indian School of Business,COURSE,4.8,Mixed,320k,Online Learning
661,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,COURSE,4.7,Beginner,39k,Academic
54,AI For Everyone,deeplearning.ai,COURSE,4.8,Beginner,350k,deeplearning.ai;Artificial Intelligence
488,AI For Medical Treatment,deeplearning.ai,COURSE,4.8,Intermediate,2.4k,deeplearning.ai;Artificial Intelligence;Medical
58,AI Foundations for Everyone,IBM,SPECIALIZATION,4.7,Beginner,61k,IBM;Industry Leader;Artificial Intelligence
129,AI for Medical Diagnosis,deeplearning.ai,COURSE,4.7,Intermediate,12k,deeplearning.ai;Artificial Intelligence;Medical
283,AI for Medical Prognosis,deeplearning.ai,COURSE,4.6,Intermediate,4k,deeplearning.ai;Artificial Intelligence;Medical
35,AI for Medicine,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,13k,deeplearning.ai;Artificial Intelligence;Medicine
43,AWS Fundamentals,Amazon Web Services,SPECIALIZATION,4.6,Beginner,130k,Amazon;Industry Leader;AWS
631,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,COURSE,4.3,Beginner,11k,Amazon;Industry Leader;Security;AWS
861,AWS Fundamentals: Building Serverless Applications,Amazon Web Services,COURSE,4.7,Beginner,27k,Amazon;Industry Leader;AWS
281,AWS Fundamentals: Going Cloud-Native,Amazon Web Services,COURSE,4.7,Beginner,110k,Amazon;Industry Leader;Cloud Computing;AWS
828,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,COURSE,4.5,Intermediate,13k,Amazon;Industry Leader;Cloud Computing;AWS
819,Aboriginal Worldviews and Education,University of Toronto,COURSE,4.7,Mixed,6.6k,Academic
63,Academic English: Writing,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,540k,Academic;English;Writing
142,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,22k,Academic;Science
612,Access Controls,(ISC)²,COURSE,4.6,Beginner,2.9k,Online Learning
604,Accounting Analytics,University of Pennsylvania,COURSE,4.5,Mixed,80k,Academic;Data Analytics;Accounting
727,Accounting for Decision Making,University of Michigan,COURSE,4.8,Intermediate,9.9k,Academic;Accounting
51,Achieving Personal and Professional Success,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,110k,Academic;Advanced Content
838,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,23k,Online Learning
330,Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,COURSE,4.8,Beginner,9.2k,Yale University;Academic;Top University;Health
247,Advanced Business Analytics,University of Colorado Boulder,SPECIALIZATION,4.5,Intermediate,78k,Academic;Data Analytics;Business;Advanced Content
157,Advanced Data Science with IBM,IBM,SPECIALIZATION,4.4,Advanced,320k,IBM;Industry Leader;Data Science;Science;Advanced Content
103,Advanced Machine Learning,National Research University Higher School of Economics,SPECIALIZATION,4.5,Advanced,190k,Academic;Machine Learning;Advanced Content
324,Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Advanced,35k,Google;Industry Leader;Machine Learning;Cloud Computing;Google Cloud;Advanced Content
266,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,COURSE,4.7,Advanced,29k,Academic;Strategy;Advanced Content
825,Advertising and Society,Duke University,COURSE,4.8,Mixed,14k,Academic
853,Age of Cathedrals,Yale University,COURSE,4.7,Beginner,21k,Yale University;Academic;Top University
75,Agile Development,University of Virginia,SPECIALIZATION,4.7,Beginner,94k,Academic;Agile
482,Agile Meets Design Thinking,University of Virginia,COURSE,4.7,Beginner,69k,Academic;Design;Agile
212,Agile with Atlassian Jira,Atlassian,COURSE,4.7,Beginner,40k,Agile
846,Agile и Scrum в работе над проектами и продуктами,ScrumTrek,COURSE,4.9,Beginner,12k,Agile;Scrum
561,Algorithmic Toolbox,University of California San Diego,COURSE,4.7,Intermediate,220k,Academic;Algorithms
78,Algorithms,Stanford University,SPECIALIZATION,4.8,Intermediate,150k,Stanford University;Academic;Top University;Algorithms
242,Algorithms for Battery Management Systems,University of Colorado System,SPECIALIZATION,4.8,Intermediate,14k,Academic;Algorithms;Management
322,American Contract Law I,Yale University,COURSE,4.9,Beginner,18k,Yale University;Academic;Top University
159,An Introduction to American Law,University of Pennsylvania,COURSE,4.8,Beginner,23k,Academic;Introductory
265,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,COURSE,4.7,Beginner,69k,Marketing;Science;Introductory
151,An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",SPECIALIZATION,4.6,Beginner,270k,Academic;Programming;IoT;Introductory
752,Analysing: Numeric and digital literacies,Macquarie University,SPECIALIZATION,4.6,Beginner,7.9k,Academic
119,Anatomy,University of Michigan,SPECIALIZATION,4.8,Beginner,30k,Academic
302,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,COURSE,4.8,Intermediate,36k,Yale University;Academic;Top University
508,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,COURSE,4.8,Beginner,20k,Academic
797,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,COURSE,4.8,Mixed,8.1k,Academic;Philosophy
390,Android App Development,Vanderbilt University,SPECIALIZATION,4.5,Beginner,120k,Academic;Android
201,Animal Behaviour and Welfare,The University of Edinburgh,COURSE,4.8,Mixed,71k,Academic
663,Antibiotic Stewardship,Stanford University,COURSE,4.5,Advanced,11k,Stanford University;Academic;Top University;IoT
514,Anticorrupción: Introducción a conceptos y perspectiva práctica,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,11k,Online Learning
799,Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,63k,Academic
8,Applied Data Science,IBM,SPECIALIZATION,4.6,Beginner,220k,IBM;Industry Leader;Data Science;Science
637,Applied Data Science Capstone,IBM,COURSE,4.7,Intermediate,42k,IBM;Industry Leader;Data Science;Science
26,Applied Data Science with Python,University of Michigan,SPECIALIZATION,4.5,Intermediate,480k,Academic;Python;Data Science;Science
630,Applied Machine Learning in Python,University of Michigan,COURSE,4.6,Intermediate,150k,Academic;Python;Machine Learning
491,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,COURSE,4.6,Intermediate,97k,Academic;Python;Data Science;Art
888,Aprende a programar con Python,Universidad Austral,SPECIALIZATION,4.2,Beginner,6.6k,Python
512,Aprender,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,200k,Online Learning
551,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,COURSE,4.9,Beginner,180k,Academic
437,Architecting with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.5,Intermediate,4.2k,Google;Industry Leader;Cloud Computing;Google Cloud
10,Architecting with Google Compute Engine,Google Cloud,SPECIALIZATION,4.7,Intermediate,310k,Google;Industry Leader
573,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,SPECIALIZATION,4.5,Beginner,3.9k,Google;Industry Leader
56,Arizona State University TESOL,Arizona State University,PROFESSIONAL CERTIFICATE,4.9,Beginner,150k,Academic
479,Art & Activity: Interactive Strategies for Engaging with Art,The Museum of Modern Art,COURSE,4.8,Mixed,79k,Art
452,Art & Ideas: Teaching with Themes,The Museum of Modern Art,COURSE,4.8,Mixed,31k,Art
651,Arts and Culture Strategy,National Arts Strategies,COURSE,4.6,Mixed,15k,Strategy;Art
326,Arts and Heritage Management,Università Bocconi,COURSE,4.8,Mixed,15k,Management;Art
877,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,COURSE,4.9,Beginner,10k,Academic
753,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,COURSE,4.7,Mixed,66k,Academic;Biology
782,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles,Pontificia Universidad Católica de Chile,COURSE,4.8,Intermediate,33k,Online Learning
210,Autism Spectrum Disorder,"University of California, Davis",COURSE,4.6,Mixed,56k,Academic
885,Autodesk CAD/CAM for Manufacturing,Autodesk,SPECIALIZATION,4.8,Intermediate,7.3k,Online Learning
468,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,SPECIALIZATION,4.8,Intermediate,9.2k,Engineering
702,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,COURSE,4.7,Advanced,22k,Design;Advanced Content
590,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,COURSE,4.7,Advanced,9.7k,Design;Advanced Content
816,BIM Fundamentals for Engineers,National Taiwan University,COURSE,4.6,Beginner,13k,Academic
642,Basic Statistics,University of Amsterdam,COURSE,4.6,Beginner,180k,Academic;Statistics
493,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",COURSE,4.8,Intermediate,91k,Academic;Data Science;Statistics
602,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",COURSE,4.8,Intermediate,29k,Academic;Statistics
106,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,COURSE,4.9,Mixed,210k,Google;Industry Leader;Advanced Content
294,Become a Journalist: Report the News!,Michigan State University,SPECIALIZATION,4.7,Beginner,28k,Academic
809,Become a Sustainable Business Change Agent,University of Colorado System,SPECIALIZATION,4.7,Intermediate,4.2k,Academic;Artificial Intelligence;Business
776,Becoming a Sports Agent,Case Western Reserve University,COURSE,4.7,Beginner,6.5k,Academic
672,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,COURSE,4.8,Beginner,61k,Academic;Introductory
269,Behavioral Finance,Duke University,COURSE,4.4,Mixed,55k,Academic;Finance
456,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,COURSE,4.6,Mixed,2.3k,Academic;Artificial Intelligence
498,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,SPECIALIZATION,4.5,Beginner,8.8k,Data Science
687,Biohacking Your Brain's Health,Emory University,COURSE,4.6,Beginner,35k,Academic;Artificial Intelligence;Health
565,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,COURSE,4.4,Beginner,88k,Academic;Programming;Biology
131,Biostatistics in Public Health,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,14k,Johns Hopkins University;Academic;Health;Statistics;iOS
751,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,COURSE,4.8,Intermediate,1.9k,Academic;Language;Design
251,Blockchain,University at Buffalo,SPECIALIZATION,4.6,Intermediate,68k,Academic;Artificial Intelligence;Blockchain
143,Blockchain Revolution,INSEAD,SPECIALIZATION,4.7,Beginner,21k,Artificial Intelligence;Blockchain
462,Blockchain Revolution in Financial Services,INSEAD,SPECIALIZATION,4.6,Beginner,1.6k,Artificial Intelligence;Blockchain
719,Blockchain: Foundations and Use Cases,ConsenSys Academy,COURSE,4.7,Beginner,31k,Artificial Intelligence;Blockchain
645,Boosting Creativity for Innovation,HEC Paris,COURSE,4.9,Beginner,9.5k,Online Learning
72,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,COURSE,4.9,Beginner,57k,Business;Management
238,Branding: The Creative Journey,IE Business School,SPECIALIZATION,4.6,Beginner,26k,Online Learning
486,Budgeting and Scheduling Projects,"University of California, Irvine",COURSE,4.7,Mixed,84k,Academic
688,Bugs 101: Insect-Human Interactions,University of Alberta,COURSE,4.9,Beginner,15k,Academic
395,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.9,Mixed,95k,Academic
653,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.5,Intermediate,7.3k,Google;Industry Leader;Data Science
670,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.5,Beginner,22k,Google;Industry Leader
884,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.6,Intermediate,5.8k,Google;Industry Leader;Data Analytics
610,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.3,Intermediate,24k,Google;Industry Leader;Java;Cloud Computing
824,Building Your Leadership Skills,HEC Paris,COURSE,4.5,Mixed,67k,Leadership
17,Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280k,Academic;Data Analytics;Business
611,Business English,Arizona State University,SPECIALIZATION,4.7,Intermediate,38k,Academic;Business;English
168,Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120k,Academic;Business;English;Communication
738,Business English: Networking,University of Washington,COURSE,4.7,Intermediate,77k,Academic;Business;English;Networking
7,Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510k,Academic;Business
410,Business Model Innovation,HEC Paris,COURSE,4.7,Mixed,13k,Business
96,Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110k,Academic;Business;Statistics
126,Business Strategies for A Better World,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,24k,Academic;Business
104,Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89k,Academic;Business;Strategy
233,Business Technology Management,Indian School of Business,SPECIALIZATION,4.5,Beginner,67k,Business;Management
478,Business Transformation with Google Cloud,Google Cloud,COURSE,4.7,Beginner,10k,Google;Industry Leader;Business;Cloud Computing;Google Cloud
539,Business Writing,University of Colorado Boulder,COURSE,4.8,Beginner,48k,Academic;Business;Writing
23,Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160k,Academic;Business
662,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.5,Beginner,31k,Academic;Programming
222,C# Programming for Unity Game Development,University of Colorado System,SPECIALIZATION,4.7,Beginner,36k,Academic;Programming
21,COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220k,Johns Hopkins University;Academic
450,COVID-19: What You Need to Know (CME Eligible),Osmosis,COURSE,4.8,Beginner,32k,Online Learning
525,"Cameras, Exposure, and Photography",Michigan State University,COURSE,4.7,Mixed,130k,Academic
107,Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,COURSE,4.7,Beginner,340k,Online Learning
536,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,COURSE,4.6,Mixed,82k,Academic;Python;Data Science
44,Career Success,"University of California, Irvine",SPECIALIZATION,4.4,Beginner,790k,Academic
736,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,COURSE,4.8,Beginner,31k,Academic;Science
718,Chemicals and Health,Johns Hopkins University,COURSE,4.7,Beginner,23k,Johns Hopkins University;Academic;Health
726,Chicken Behaviour and Welfare,The University of Edinburgh,COURSE,4.7,Mixed,19k,Academic
161,Child Nutrition and Cooking,Stanford University,COURSE,4.7,Beginner,30k,Stanford University;Academic;Top University
737,Chinese for HSK 1,Peking University,COURSE,4.8,Beginner,22k,Academic;Chinese
95,Cisco Networking Basics,Cisco,SPECIALIZATION,4.7,Beginner,57k,Networking;Introductory
848,Classical Sociological Theory,University of Amsterdam,COURSE,4.8,Mixed,51k,Academic
197,Claves de la Dirección de Empresas,IESE Business School,SPECIALIZATION,4.8,Beginner,51k,Online Learning
457,Climate Change and Health: From Science to Action,Yale University,SPECIALIZATION,4.6,Beginner,4.8k,Yale University;Academic;Top University;Science;Health
275,Clinical Terminology for International and U.S. Students,University of Pittsburgh,COURSE,4.8,Beginner,32k,Academic
349,Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,110k,Academic;Cloud Computing
777,Cloud Computing Basics (Cloud 101),LearnQuest,COURSE,4.5,Beginner,37k,Cloud Computing;Introductory
9,Cloud Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.7,Intermediate,310k,Google;Industry Leader;Engineering;Cloud Computing;Google Cloud
276,Coaching Skills for Managers,"University of California, Davis",SPECIALIZATION,4.7,Intermediate,37k,Academic
655,Code Yourself! An Introduction to Programming,The University of Edinburgh,COURSE,4.7,Beginner,120k,Academic;Programming;Introductory
709,Communication Skills for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,15k,Academic;Communication
305,Communication Strategies for a Virtual Age,University of Toronto,COURSE,4.8,Beginner,43k,Academic;Communication
890,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,COURSE,4.9,Beginner,6.4k,Academic;Leadership
406,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,COURSE,4.7,Beginner,43k,Online Learning
474,Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),SPECIALIZATION,4.7,Intermediate,350k,Strategy;Design
391,Computational Social Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,5.8k,Academic;Science
221,Computational Thinking for Problem Solving,University of Pennsylvania,COURSE,4.8,Beginner,33k,Academic
621,Computer Security and Systems Management,University of Colorado System,SPECIALIZATION,4.6,Beginner,27k,Academic;Management;Security
439,Conflict Management,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,66k,Academic;Management
728,Construction Cost Estimating and Cost Control,Columbia University,COURSE,4.7,Beginner,19k,Academic
48,Construction Management,Columbia University,SPECIALIZATION,4.7,Beginner,61k,Academic;Management
290,Construction Project Management,Columbia University,COURSE,4.8,Beginner,43k,Academic;Management;Project Management
794,Construction Scheduling,Columbia University,COURSE,4.8,Beginner,15k,Academic
300,Contabilidad para no contadores,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,220k,Online Learning
273,Content Strategy for Professionals,Northwestern University,SPECIALIZATION,4.5,Beginner,27k,Academic;Strategy;Advanced Content
448,Continuous Delivery & DevOps,University of Virginia,COURSE,4.6,Beginner,26k,Academic;DevOps
815,Control of Mobile Robots,Georgia Institute of Technology,COURSE,4.8,Mixed,49k,Mobile Development
207,Convolutional Neural Networks,deeplearning.ai,COURSE,4.9,Intermediate,240k,deeplearning.ai;Networking
358,Convolutional Neural Networks in TensorFlow,deeplearning.ai,COURSE,4.7,Intermediate,46k,deeplearning.ai;Networking
725,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,COURSE,4.8,Intermediate,10k,Academic
458,Corporate Finance Essentials,IESE Business School,COURSE,4.8,Mixed,56k,Finance
714,Corporate Strategy,UCL School of Management,COURSE,4.8,Beginner,7.8k,Strategy
301,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,COURSE,4.6,Mixed,10k,Artificial Intelligence
691,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,75k,Online Learning
854,Cost and Economics in Pricing Strategy,University of Virginia,COURSE,4.8,Beginner,15k,Academic;Economics;Strategy
544,Costos para los Negocios,Universidad de Chile,COURSE,4.8,Intermediate,43k,iOS
179,Crash Course on Python,Google,COURSE,4.8,Beginner,81k,Google;Industry Leader;Python
463,Creative Problem Solving,University of Minnesota,COURSE,4.3,Mixed,140k,Academic
59,Creative Writing,Wesleyan University,SPECIALIZATION,4.6,Beginner,140k,Academic;Writing
371,Creative Writing: The Craft of Plot,Wesleyan University,COURSE,4.7,Mixed,120k,Academic;Writing
793,"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,SPECIALIZATION,4.7,Beginner,150k,Academic
678,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,COURSE,4.8,Intermediate,26k,Online Learning
730,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,COURSE,4.8,Intermediate,22k,Online Learning
248,Culture-Driven Team Building,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,17k,Academic
820,Curanderismo: Traditional Healing Using Plants,University of New Mexico,COURSE,4.6,Beginner,5.5k,Academic
566,Customer Segmentation and Prospecting,Northwestern University,COURSE,4.7,Beginner,18k,Academic
372,Cybersecurity,"University of Maryland, College Park",SPECIALIZATION,4.5,Intermediate,99k,Academic;Security;Cybersecurity
821,Cybersecurity and Its Ten Domains,University System of Georgia,COURSE,4.2,Beginner,140k,Academic;Artificial Intelligence;Security;Cybersecurity
497,Cybersecurity for Business,University of Colorado System,SPECIALIZATION,4.6,Beginner,23k,Academic;Business;Security;Cybersecurity
800,Cómo hablar bien en público,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,55k,Online Learning
764,Dairy Production and Management,The Pennsylvania State University,COURSE,4.8,Mixed,23k,Academic;Artificial Intelligence;Management
812,Data Analysis and Interpretation,Wesleyan University,SPECIALIZATION,4.4,Beginner,100k,Academic;Data Science
39,Data Analysis and Presentation Skills: the PwC Approach,PwC,SPECIALIZATION,4.6,Beginner,220k,Data Science
277,Data Analysis with Python,IBM,COURSE,4.7,Beginner,110k,IBM;Industry Leader;Python;Data Science
605,Data Analytics for Lean Six Sigma,University of Amsterdam,COURSE,4.8,Beginner,24k,Academic;Data Science;Data Analytics
783,Data Collection and Processing with Python,University of Michigan,COURSE,4.7,Intermediate,19k,Academic;Python;Data Science
679,Data Engineering on Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.4,Intermediate,3k,Google;Industry Leader;Data Science;Engineering;Cloud Computing;Google Cloud
22,Data Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.6,Intermediate,120k,Google;Industry Leader;Data Science;Engineering;Cloud Computing;Google Cloud
24,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,SPECIALIZATION,4.6,Intermediate,120k,Google;Industry Leader;Data Science;Machine Learning;Engineering
383,Data Management for Clinical Research,Vanderbilt University,COURSE,4.7,Beginner,42k,Academic;Data Science;Management
434,Data Mining,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,140k,Academic;Data Science
13,Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,830k,Johns Hopkins University;Academic;Data Science;Science
399,Data Science Math Skills,Duke University,COURSE,4.5,Beginner,140k,Academic;Data Science;Science;Mathematics
198,Data Science Methodology,IBM,COURSE,4.6,Beginner,89k,IBM;Industry Leader;Data Science;Science
15,Data Science: Foundations using R,Johns Hopkins University,SPECIALIZATION,4.6,Beginner,740k,Johns Hopkins University;Academic;Data Science;Science
148,Data Science: Statistics and Machine Learning,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,210k,Johns Hopkins University;Academic;Data Science;Machine Learning;Science;Statistics
686,Data Visualization and Communication with Tableau,Duke University,COURSE,4.7,Mixed,130k,Academic;Data Science;Data Visualization;Communication
804,Data Visualization with Advanced Excel,PwC,COURSE,4.8,Beginner,60k,Data Science;Data Visualization;Advanced Content
420,Data Visualization with Python,IBM,COURSE,4.6,Intermediate,66k,IBM;Industry Leader;Python;Data Science;Data Visualization
70,Data Visualization with Tableau,"University of California, Davis",SPECIALIZATION,4.5,Beginner,96k,Academic;Data Science;Data Visualization
288,Data Warehousing for Business Intelligence,University of Colorado System,SPECIALIZATION,4.5,Advanced,140k,Academic;Data Science;Business
871,Data and Health Indicators in Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,18k,Johns Hopkins University;Academic;Data Science;Health
376,Data-driven Decision Making,PwC,COURSE,4.6,Beginner,120k,Data Science
263,Databases and SQL for Data Science,IBM,COURSE,4.7,Beginner,110k,IBM;Industry Leader;Database;SQL;Data Science;Science
519,De-Mystifying Mindfulness,Universiteit Leiden,COURSE,4.8,Beginner,150k,Online Learning
813,Decision-Making and Scenarios,University of Pennsylvania,COURSE,4.6,Mixed,31k,Academic;iOS
5,Deep Learning,deeplearning.ai,SPECIALIZATION,4.8,Intermediate,690k,deeplearning.ai;Deep Learning
599,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,44k,Online Learning
806,Dentistry 101,University of Michigan,COURSE,4.7,Beginner,4.5k,Academic
627,Dermatology: Trip to skin,Novosibirsk State University ,COURSE,4.4,Beginner,8.2k,Academic
100,Design Thinking for Innovation,University of Virginia,COURSE,4.6,Beginner,240k,Academic;Design
674,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,COURSE,4.6,Beginner,17k,Academic;Design
139,Design and Interpretation of Clinical Trials,Johns Hopkins University,COURSE,4.7,Mixed,67k,Johns Hopkins University;Academic;Design
522,Design and Make Infographics (Project-Centered Course),Michigan State University,COURSE,4.7,Mixed,97k,Academic;Design
430,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,COURSE,4.6,Intermediate,19k,Academic;Business;Entrepreneurship;Strategy;Design
338,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,SPECIALIZATION,4.6,Intermediate,16k,Google;Industry Leader;Cloud Computing;Google Cloud
18,Developing Applications with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,Google;Industry Leader;Cloud Computing;Google Cloud
644,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.8,Intermediate,4k,Google;Industry Leader;Cloud Computing;Google Cloud
720,Developing Industrial Internet of Things,University of Colorado Boulder,SPECIALIZATION,4.6,Intermediate,8k,Academic
756,Developing Your Musicianship,Berklee College of Music,COURSE,4.8,Mixed,41k,Academic;Music
205,Developing Your Musicianship,Berklee College of Music,SPECIALIZATION,4.8,Beginner,54k,Academic;Music
397,Devenir entrepreneur du changement,Ticket for Change,COURSE,4.7,Mixed,54k,Entrepreneurship
239,Digital Advertising Strategy,University of Colorado Boulder,SPECIALIZATION,4.4,Beginner,9k,Academic;Strategy
855,Digital Business Models,Lund University,COURSE,4.5,Beginner,21k,Academic;Business
237,Digital Manufacturing & Design Technology,University at Buffalo,SPECIALIZATION,4.6,Beginner,37k,Academic;Design
28,Digital Marketing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,380k,Academic;Marketing;Digital Marketing
852,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,COURSE,4.4,Mixed,57k,Academic;Marketing
53,Digital Product Management,University of Virginia,SPECIALIZATION,4.7,Beginner,140k,Academic;Management
381,Digital Product Management: Modern Fundamentals,University of Virginia,COURSE,4.7,Beginner,58k,Academic;Management
490,Dino 101: Dinosaur Paleobiology,University of Alberta,COURSE,4.5,Beginner,35k,Academic;Biology
697,Discrete Optimization,The University of Melbourne,COURSE,4.9,Intermediate,40k,Academic
675,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Tecnológico de Monterrey,SPECIALIZATION,4.6,Beginner,4k,Online Learning
711,Diseño y Creación de un Emprendimiento Social,Pontificia Universidad Católica de Chile,COURSE,4.9,Beginner,21k,Online Learning
378,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,COURSE,4.8,Intermediate,130k,Stanford University;Academic;Top University;Algorithms
392,Dog Emotion and Cognition,Duke University,COURSE,4.6,Mixed,150k,Academic
624,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,COURSE,4.8,Beginner,5.6k,Academic;Artificial Intelligence;Business
487,Drug Commercialization,University of California San Diego,COURSE,4.7,Beginner,17k,Academic
342,Drug Discovery,University of California San Diego,COURSE,4.6,Beginner,39k,Academic
166,Dynamic Public Speaking,University of Washington,SPECIALIZATION,4.7,Beginner,110k,Academic
832,EMT Foundations,University of Colorado System,COURSE,4.8,Beginner,7.1k,Academic
